1,1,0.000,0.000,1.010
1,1002,0.361,0.023,1.033
1,1009,0.363,0.023,1.033
1,101,0.031,-0.025,1.024
1,1015,0.366,0.023,1.034
1,1022,0.368,0.023,1.034
1,1029,0.370,0.022,1.035
1,1035,0.373,0.022,1.035
1,1042,0.375,0.022,1.035
1,1049,0.377,0.021,1.036
1,1055,0.380,0.021,1.036
1,1062,0.382,0.021,1.037
1,1069,0.384,0.020,1.037
1,1075,0.387,0.020,1.038
1,108,0.033,-0.025,1.025
1,1082,0.389,0.020,1.038
1,1089,0.391,0.019,1.039
1,1095,0.394,0.019,1.039
1,1102,0.396,0.018,1.040
1,1109,0.398,0.018,1.040
1,1115,0.401,0.017,1.041
1,1122,0.403,0.017,1.041
1,1129,0.406,0.017,1.042
1,1135,0.408,0.016,1.042
1,1142,0.411,0.016,1.043
1,1149,0.413,0.015,1.043
1,115,0.035,-0.025,1.025
1,1155,0.416,0.015,1.044
1,1162,0.418,0.014,1.044
1,1169,0.421,0.014,1.045
1,1175,0.423,0.013,1.045
1,1182,0.426,0.013,1.046
1,1189,0.428,0.012,1.046
1,1196,0.431,0.011,1.047
1,1202,0.434,0.011,1.047
1,1209,0.436,0.010,1.047
1,121,0.037,-0.025,1.025
1,1216,0.439,0.010,1.048
1,1222,0.441,0.009,1.048
1,1229,0.444,0.008,1.048
1,1236,0.447,0.008,1.049
1,1242,0.449,0.007,1.049
1,1249,0.452,0.007,1.049
1,1256,0.455,0.006,1.049
1,1262,0.457,0.005,1.049
1,1269,0.460,0.005,1.049
1,1276,0.463,0.004,1.050
1,128,0.039,-0.024,1.025
1,1282,0.465,0.003,1.050
1,1289,0.468,0.002,1.049
1,1296,0.471,0.002,1.049
1,13,0.000,-0.026,1.024
1,1302,0.474,0.001,1.049
1,1309,0.476,0.000,1.049
1,1316,0.479,-0.001,1.049
1,1322,0.482,-0.001,1.049
1,1329,0.484,-0.002,1.048
1,1336,0.487,-0.003,1.048
1,1342,0.490,-0.004,1.048
1,1349,0.493,-0.004,1.047
1,135,0.042,-0.024,1.025
1,1356,0.496,-0.005,1.047
1,1362,0.499,-0.006,1.046
1,1369,0.502,-0.007,1.046
1,1376,0.505,-0.007,1.045
1,1382,0.508,-0.008,1.044
1,1389,0.511,-0.009,1.044
1,1396,0.514,-0.010,1.043
1,14,0.004,-0.026,1.024
1,1402,0.517,-0.010,1.042
1,1409,0.519,-0.011,1.042
1,141,0.044,-0.024,1.026
1,1416,0.522,-0.012,1.041
1,1422,0.525,-0.012,1.040
1,1429,0.527,-0.013,1.040
1,1436,0.530,-0.014,1.039
1,1442,0.533,-0.015,1.038
1,1449,0.535,-0.015,1.038
1,1456,0.538,-0.016,1.037
1,1462,0.541,-0.016,1.036
1,1469,0.543,-0.017,1.036
1,1476,0.546,-0.018,1.035
1,148,0.046,-0.024,1.026
1,1483,0.549,-0.018,1.035
1,1489,0.551,-0.019,1.034
1,1496,0.554,-0.019,1.033
1,1502,0.556,-0.020,1.033
1,1509,0.558,-0.020,1.032
1,1516,0.561,-0.021,1.032
1,1522,0.564,-0.021,1.031
1,1529,0.566,-0.021,1.031
1,1536,0.568,-0.022,1.030
1,1542,0.571,-0.022,1.030
1,1549,0.573,-0.023,1.029
1,155,0.048,-0.024,1.026
1,1556,0.576,-0.023,1.029
1,1562,0.578,-0.023,1.028
1,1571,0.580,-0.024,1.028
1,1579,0.583,-0.024,1.027
1,1588,0.586,-0.024,1.027
1,1594,0.589,-0.025,1.027
1,1601,0.591,-0.025,1.026
1,1608,0.594,-0.025,1.026
1,161,0.051,-0.023,1.027
1,1614,0.596,-0.025,1.026
1,1621,0.598,-0.025,1.025
1,1628,0.601,-0.025,1.025
1,1634,0.603,-0.025,1.025
1,1641,0.605,-0.026,1.025
1,1648,0.607,-0.026,1.025
1,1654,0.610,-0.026,1.024
1,1661,0.612,-0.026,1.024
1,1668,0.614,-0.026,1.024
1,1674,0.616,-0.026,1.024
1,168,0.053,-0.023,1.027
1,1681,0.618,-0.026,1.024
1,1688,0.621,-0.026,1.024
1,1694,0.002,-0.026,1.024
1,1701,0.004,-0.026,1.024
1,1708,0.006,-0.026,1.024
1,175,0.055,-0.023,1.027
1,181,0.057,-0.023,1.028
1,188,0.059,-0.022,1.028
1,195,0.062,-0.022,1.028
1,201,0.064,-0.022,1.029
1,208,0.066,-0.022,1.029
1,215,0.069,-0.021,1.030
1,221,0.071,-0.021,1.030
1,228,0.073,-0.021,1.031
1,23,0.005,-0.026,1.024
1,235,0.076,-0.020,1.031
1,241,0.078,-0.020,1.032
1,248,0.080,-0.020,1.032
1,255,0.083,-0.019,1.033
1,261,0.085,-0.019,1.033
1,268,0.087,-0.018,1.034
1,275,0.090,-0.018,1.034
1,281,0.092,-0.018,1.035
1,288,0.095,-0.017,1.035
1,295,0.097,-0.017,1.036
1,301,0.100,-0.016,1.037
1,308,0.102,-0.016,1.037
1,31,0.007,-0.026,1.024
1,315,0.105,-0.015,1.038
1,321,0.107,-0.015,1.039
1,328,0.109,-0.014,1.039
1,335,0.112,-0.014,1.040
1,341,0.115,-0.013,1.040
1,348,0.117,-0.013,1.041
1,355,0.120,-0.012,1.042
1,361,0.122,-0.011,1.042
1,368,0.125,-0.011,1.043
1,375,0.127,-0.010,1.043
1,382,0.130,-0.010,1.044
1,388,0.133,-0.009,1.044
1,395,0.135,-0.008,1.045
1,40,0.010,-0.026,1.024
1,402,0.138,-0.008,1.045
1,408,0.141,-0.007,1.046
1,415,0.143,-0.006,1.046
1,422,0.146,-0.006,1.046
1,428,0.149,-0.005,1.047
1,435,0.151,-0.004,1.047
1,442,0.154,-0.004,1.047
1,448,0.157,-0.003,1.048
1,455,0.159,-0.002,1.048
1,462,0.162,-0.001,1.048
1,468,0.165,-0.000,1.048
1,475,0.167,0.000,1.048
1,48,0.013,-0.026,1.024
1,482,0.170,0.001,1.048
1,488,0.173,0.002,1.048
1,495,0.176,0.003,1.048
1,502,0.179,0.004,1.047
1,508,0.182,0.004,1.047
1,515,0.184,0.005,1.047
1,522,0.187,0.006,1.047
1,528,0.190,0.007,1.046
1,535,0.193,0.007,1.046
1,542,0.196,0.008,1.045
1,548,0.199,0.009,1.045
1,55,0.016,-0.026,1.024
1,555,0.202,0.010,1.044
1,562,0.205,0.010,1.044
1,568,0.208,0.011,1.043
1,575,0.210,0.012,1.043
1,582,0.213,0.013,1.042
1,588,0.216,0.013,1.042
1,595,0.218,0.014,1.041
1,602,0.221,0.015,1.041
1,608,0.224,0.015,1.040
1,61,0.018,-0.026,1.024
1,615,0.226,0.016,1.040
1,622,0.229,0.017,1.039
1,628,0.232,0.017,1.039
1,635,0.234,0.018,1.038
1,642,0.237,0.018,1.038
1,648,0.240,0.019,1.037
1,655,0.242,0.020,1.037
1,662,0.244,0.020,1.036
1,668,0.247,0.021,1.036
1,675,0.249,0.021,1.035
1,68,0.020,-0.026,1.024
1,682,0.252,0.022,1.035
1,688,0.255,0.022,1.035
1,695,0.257,0.022,1.034
1,702,0.259,0.023,1.034
1,708,0.262,0.023,1.033
1,715,0.264,0.023,1.033
1,722,0.267,0.024,1.033
1,728,0.269,0.024,1.032
1,735,0.271,0.024,1.032
1,742,0.274,0.025,1.032
1,748,0.276,0.025,1.031
1,75,0.022,-0.026,1.024
1,755,0.278,0.025,1.031
1,762,0.281,0.025,1.031
1,768,0.283,0.026,1.031
1,775,0.285,0.026,1.031
1,782,0.288,0.026,1.030
1,789,0.290,0.026,1.030
1,795,0.292,0.026,1.030
1,802,0.294,0.026,1.030
1,809,0.297,0.026,1.030
1,81,0.024,-0.025,1.024
1,815,0.299,0.026,1.030
1,822,0.301,0.026,1.030
1,829,0.303,0.026,1.030
1,835,0.306,0.026,1.029
1,842,0.308,0.027,1.029
1,849,0.310,0.026,1.029
1,855,0.312,0.026,1.029
1,862,0.314,0.026,1.029
1,869,0.317,0.026,1.029
1,875,0.319,0.026,1.029
1,88,0.026,-0.025,1.024
1,882,0.321,0.026,1.030
1,889,0.323,0.026,1.030
1,895,0.326,0.026,1.030
1,902,0.328,0.026,1.030
1,909,0.330,0.026,1.030
1,915,0.332,0.026,1.030
1,922,0.334,0.026,1.030
1,929,0.337,0.026,1.030
1,935,0.339,0.025,1.030
1,942,0.341,0.025,1.031
1,949,0.343,0.025,1.031
1,95,0.029,-0.025,1.024
1,955,0.346,0.025,1.031
1,962,0.348,0.025,1.031
1,969,0.350,0.024,1.032
1,975,0.352,0.024,1.032
1,982,0.354,0.024,1.032
1,989,0.357,0.024,1.032
1,995,0.359,0.024,1.033
24,1002,0.022,-0.034,0.368
24,1009,0.028,-0.034,0.367
24,101,-0.283,-0.130,0.299
24,1015,0.034,-0.034,0.366
24,1022,0.040,-0.034,0.364
24,1029,0.046,-0.034,0.363
24,1035,0.052,-0.035,0.361
24,1,-0.359,-0.116,0.284
24,1042,0.058,-0.035,0.359
24,1049,0.065,-0.036,0.357
24,1055,0.071,-0.037,0.355
24,1062,0.077,-0.037,0.354
24,1069,0.084,-0.038,0.352
24,1075,0.090,-0.039,0.349
24,108,-0.282,-0.130,0.300
24,1082,0.096,-0.040,0.347
24,1089,0.103,-0.041,0.345
24,1095,0.110,-0.042,0.343
24,1102,0.116,-0.043,0.341
24,1109,0.122,-0.045,0.339
24,1115,0.129,-0.046,0.336
24,1122,0.135,-0.047,0.334
24,1129,0.142,-0.049,0.332
24,1135,0.149,-0.050,0.329
24,1142,0.155,-0.052,0.327
24,1149,0.162,-0.053,0.325
24,115,-0.282,-0.130,0.301
24,1155,0.169,-0.055,0.322
24,1162,0.175,-0.057,0.320
24,1169,0.181,-0.059,0.317
24,1176,0.188,-0.061,0.315
24,1182,0.194,-0.062,0.313
24,1189,0.201,-0.064,0.310
24,1196,0.208,-0.067,0.308
24,1202,0.214,-0.069,0.306
24,1209,0.220,-0.070,0.304
24,121,-0.281,-0.130,0.301
24,1216,0.227,-0.073,0.301
24,1222,0.233,-0.075,0.299
24,1229,0.239,-0.077,0.297
24,1236,0.245,-0.079,0.295
24,1242,0.251,-0.081,0.293
24,1249,0.257,-0.083,0.291
24,1256,0.263,-0.085,0.289
24,1262,0.269,-0.088,0.287
24,1269,0.274,-0.090,0.285
24,1276,0.279,-0.092,0.284
24,128,-0.280,-0.130,0.302
24,1282,0.285,-0.094,0.282
24,1289,0.290,-0.096,0.280
24,1296,0.295,-0.098,0.279
24,1302,0.300,-0.101,0.277
24,13,-0.294,-0.127,0.291
24,1309,0.304,-0.102,0.276
24,1316,0.307,-0.104,0.276
24,1322,0.308,-0.105,0.276
24,1329,0.309,-0.106,0.276
24,1336,0.310,-0.107,0.276
24,1342,0.310,-0.108,0.277
24,1349,0.310,-0.109,0.277
24,135,-0.279,-0.130,0.303
24,1356,0.309,-0.110,0.276
24,1362,0.309,-0.111,0.276
24,1369,0.309,-0.112,0.276
24,1376,0.308,-0.113,0.276
24,1382,0.308,-0.113,0.275
24,1389,0.308,-0.114,0.275
24,1396,0.308,-0.114,0.275
24,1402,0.308,-0.115,0.275
24,14,-0.292,-0.127,0.292
24,1409,0.308,-0.115,0.274
24,141,-0.278,-0.131,0.303
24,1416,0.308,-0.115,0.274
24,1422,0.308,-0.116,0.275
24,1429,0.308,-0.116,0.275
24,1436,0.308,-0.116,0.275
24,1442,0.309,-0.116,0.276
24,1449,0.309,-0.117,0.276
24,1456,0.310,-0.117,0.276
24,1462,0.310,-0.117,0.277
24,1469,0.310,-0.117,0.277
24,1476,0.311,-0.118,0.277
24,148,-0.277,-0.131,0.304
24,1483,0.311,-0.118,0.278
24,1489,0.312,-0.119,0.278
24,1496,0.312,-0.119,0.278
24,1502,0.312,-0.119,0.279
24,1509,0.313,-0.119,0.279
24,1516,0.313,-0.120,0.279
24,1522,0.314,-0.120,0.280
24,1529,0.314,-0.120,0.280
24,1536,0.314,-0.121,0.280
24,1542,0.315,-0.121,0.281
24,1549,0.315,-0.121,0.281
24,155,-0.276,-0.131,0.305
24,1556,0.316,-0.122,0.282
24,1563,0.316,-0.122,0.282
24,1571,0.317,-0.122,0.282
24,1579,0.317,-0.122,0.283
24,1588,0.318,-0.123,0.283
24,1594,0.318,-0.123,0.284
24,1601,0.319,-0.123,0.284
24,1608,0.320,-0.124,0.285
24,161,-0.275,-0.131,0.305
24,1614,0.320,-0.124,0.285
24,1621,0.321,-0.124,0.286
24,1628,0.321,-0.124,0.286
24,1634,0.322,-0.125,0.287
24,1641,0.322,-0.125,0.287
24,1648,0.323,-0.125,0.288
24,1654,0.324,-0.125,0.288
24,1661,0.324,-0.126,0.289
24,1668,0.325,-0.126,0.289
24,1674,0.326,-0.126,0.290
24,168,-0.274,-0.131,0.306
24,1681,0.326,-0.126,0.291
24,1688,0.327,-0.127,0.291
24,1694,-0.293,-0.127,0.292
24,1701,-0.293,-0.127,0.292
24,1708,-0.292,-0.127,0.293
24,175,-0.273,-0.131,0.307
24,181,-0.272,-0.132,0.307
24,188,-0.271,-0.132,0.308
24,195,-0.270,-0.132,0.309
24,201,-0.269,-0.132,0.309
24,208,-0.268,-0.132,0.310
24,215,-0.267,-0.132,0.311
24,221,-0.266,-0.132,0.311
24,228,-0.265,-0.132,0.312
24,23,-0.292,-0.127,0.292
24,235,-0.264,-0.132,0.313
24,241,-0.263,-0.132,0.314
24,248,-0.262,-0.132,0.314
24,255,-0.261,-0.132,0.315
24,261,-0.259,-0.133,0.316
24,268,-0.258,-0.133,0.316
24,275,-0.257,-0.133,0.317
24,281,-0.256,-0.133,0.318
24,288,-0.255,-0.133,0.319
24,295,-0.253,-0.133,0.320
24,301,-0.252,-0.132,0.320
24,308,-0.251,-0.132,0.321
24,31,-0.291,-0.127,0.293
24,315,-0.249,-0.132,0.322
24,321,-0.248,-0.132,0.323
24,328,-0.247,-0.132,0.323
24,335,-0.245,-0.132,0.324
24,341,-0.244,-0.132,0.325
24,348,-0.243,-0.132,0.326
24,355,-0.241,-0.132,0.327
24,361,-0.240,-0.132,0.327
24,368,-0.238,-0.132,0.328
24,375,-0.237,-0.131,0.329
24,382,-0.235,-0.131,0.330
24,388,-0.234,-0.131,0.330
24,395,-0.233,-0.131,0.331
24,40,-0.291,-0.128,0.294
24,402,-0.231,-0.131,0.332
24,408,-0.230,-0.130,0.332
24,415,-0.229,-0.130,0.333
24,422,-0.227,-0.130,0.334
24,428,-0.226,-0.130,0.334
24,435,-0.224,-0.129,0.335
24,442,-0.223,-0.129,0.336
24,448,-0.221,-0.129,0.336
24,455,-0.220,-0.128,0.337
24,462,-0.219,-0.128,0.338
24,468,-0.217,-0.128,0.338
24,475,-0.216,-0.127,0.339
24,48,-0.290,-0.128,0.295
24,482,-0.214,-0.127,0.340
24,488,-0.213,-0.126,0.340
24,495,-0.211,-0.126,0.341
24,502,-0.210,-0.125,0.342
24,508,-0.208,-0.125,0.342
24,515,-0.207,-0.124,0.343
24,522,-0.205,-0.124,0.344
24,528,-0.204,-0.123,0.345
24,535,-0.202,-0.122,0.346
24,542,-0.201,-0.121,0.347
24,548,-0.200,-0.120,0.348
24,55,-0.289,-0.128,0.295
24,555,-0.199,-0.119,0.349
24,562,-0.198,-0.118,0.350
24,568,-0.196,-0.117,0.352
24,575,-0.195,-0.116,0.353
24,582,-0.194,-0.115,0.354
24,588,-0.193,-0.114,0.355
24,595,-0.192,-0.113,0.356
24,602,-0.190,-0.111,0.357
24,608,-0.189,-0.110,0.358
24,61,-0.288,-0.128,0.296
24,615,-0.187,-0.109,0.359
24,622,-0.186,-0.108,0.359
24,628,-0.184,-0.106,0.360
24,635,-0.183,-0.105,0.361
24,642,-0.181,-0.104,0.362
24,648,-0.179,-0.102,0.362
24,655,-0.178,-0.101,0.363
24,662,-0.176,-0.099,0.364
24,668,-0.174,-0.098,0.365
24,675,-0.172,-0.097,0.365
24,68,-0.287,-0.129,0.296
24,682,-0.170,-0.095,0.366
24,688,-0.168,-0.093,0.367
24,695,-0.166,-0.092,0.368
24,702,-0.164,-0.090,0.369
24,708,-0.161,-0.088,0.370
24,715,-0.159,-0.087,0.370
24,722,-0.157,-0.085,0.371
24,728,-0.154,-0.083,0.372
24,735,-0.152,-0.082,0.372
24,742,-0.149,-0.080,0.373
24,748,-0.146,-0.078,0.374
24,75,-0.286,-0.129,0.297
24,755,-0.144,-0.076,0.375
24,762,-0.141,-0.074,0.375
24,768,-0.138,-0.073,0.376
24,775,-0.135,-0.071,0.377
24,782,-0.132,-0.069,0.377
24,789,-0.128,-0.067,0.378
24,795,-0.125,-0.066,0.378
24,802,-0.122,-0.064,0.379
24,809,-0.118,-0.062,0.379
24,81,-0.286,-0.129,0.298
24,815,-0.114,-0.060,0.380
24,822,-0.111,-0.059,0.380
24,829,-0.107,-0.057,0.380
24,835,-0.103,-0.056,0.381
24,842,-0.099,-0.054,0.381
24,849,-0.095,-0.052,0.381
24,855,-0.090,-0.051,0.381
24,862,-0.087,-0.050,0.381
24,869,-0.082,-0.048,0.381
24,875,-0.077,-0.047,0.381
24,88,-0.285,-0.129,0.298
24,882,-0.073,-0.046,0.381
24,889,-0.068,-0.044,0.381
24,895,-0.064,-0.043,0.381
24,902,-0.059,-0.042,0.381
24,909,-0.054,-0.041,0.380
24,915,-0.049,-0.040,0.380
24,922,-0.044,-0.039,0.379
24,929,-0.039,-0.038,0.379
24,935,-0.034,-0.037,0.378
24,942,-0.029,-0.037,0.377
24,949,-0.023,-0.036,0.377
24,95,-0.284,-0.129,0.299
24,955,-0.018,-0.035,0.376
24,962,-0.013,-0.035,0.375
24,969,-0.007,-0.034,0.374
24,975,-0.001,-0.034,0.373
24,982,0.004,-0.034,0.372
24,989,0.010,-0.034,0.371
24,995,0.016,-0.034,0.370
25,1002,0.306,-0.052,0.166
25,1009,0.314,-0.053,0.166
25,101,-0.038,-0.134,0.056
25,1015,0.322,-0.053,0.167
25,1022,0.329,-0.054,0.167
25,1029,0.336,-0.055,0.167
25,1,-0.299,-0.131,-0.005
25,1035,0.344,-0.056,0.167
25,1042,0.350,-0.057,0.166
25,1049,0.358,-0.058,0.166
25,1055,0.365,-0.059,0.165
25,1062,0.372,-0.060,0.164
25,1069,0.379,-0.061,0.163
25,1075,0.386,-0.062,0.161
25,108,-0.038,-0.134,0.056
25,1082,0.392,-0.064,0.160
25,1089,0.399,-0.065,0.158
25,1095,0.406,-0.067,0.156
25,1102,0.412,-0.068,0.155
25,1109,0.419,-0.069,0.152
25,1115,0.426,-0.071,0.150
25,1122,0.432,-0.073,0.148
25,1129,0.439,-0.074,0.145
25,1135,0.445,-0.076,0.142
25,1142,0.451,-0.078,0.140
25,1149,0.457,-0.079,0.137
25,115,-0.038,-0.134,0.056
25,1155,0.464,-0.081,0.134
25,1162,0.469,-0.083,0.131
25,1169,0.475,-0.085,0.127
25,1176,0.481,-0.087,0.124
25,1182,0.486,-0.088,0.121
25,1189,0.492,-0.090,0.118
25,1196,0.498,-0.092,0.114
25,1202,0.503,-0.094,0.110
25,1209,0.508,-0.096,0.107
25,121,-0.038,-0.135,0.056
25,1216,0.514,-0.098,0.104
25,1222,0.519,-0.100,0.100
25,1229,0.524,-0.102,0.097
25,1236,0.529,-0.104,0.093
25,1242,0.534,-0.106,0.090
25,1249,0.538,-0.108,0.087
25,1256,0.543,-0.110,0.083
25,1262,0.548,-0.112,0.080
25,1269,0.552,-0.113,0.077
25,1276,0.556,-0.115,0.074
25,128,-0.038,-0.135,0.056
25,1282,0.561,-0.117,0.070
25,1289,0.564,-0.119,0.068
25,1296,0.569,-0.121,0.065
25,13,-0.038,-0.133,0.056
25,1302,0.573,-0.123,0.062
25,1309,0.576,-0.124,0.060
25,1316,0.578,-0.125,0.058
25,1322,0.580,-0.125,0.058
25,1329,0.581,-0.125,0.057
25,1336,0.582,-0.125,0.057
25,1342,0.583,-0.125,0.057
25,1349,0.583,-0.126,0.057
25,135,-0.038,-0.135,0.056
25,1356,0.583,-0.126,0.057
25,1362,0.583,-0.126,0.057
25,1369,0.583,-0.127,0.057
25,1376,0.583,-0.127,0.057
25,1382,0.583,-0.127,0.057
25,1389,0.583,-0.127,0.057
25,1396,0.583,-0.127,0.057
25,14,-0.038,-0.133,0.056
25,1402,0.583,-0.127,0.057
25,1409,0.583,-0.127,0.056
25,141,-0.038,-0.135,0.056
25,1416,0.583,-0.128,0.056
25,1422,0.583,-0.128,0.056
25,1429,0.583,-0.128,0.056
25,1436,0.583,-0.128,0.056
25,1442,0.583,-0.128,0.056
25,1449,0.583,-0.128,0.056
25,1456,0.583,-0.128,0.056
25,1462,0.583,-0.128,0.056
25,1469,0.583,-0.129,0.056
25,1476,0.583,-0.129,0.056
25,148,-0.038,-0.135,0.056
25,1483,0.583,-0.129,0.056
25,1489,0.583,-0.129,0.056
25,1496,0.583,-0.129,0.056
25,1502,0.583,-0.129,0.056
25,1509,0.583,-0.129,0.056
25,1516,0.583,-0.129,0.056
25,1522,0.583,-0.130,0.056
25,1529,0.583,-0.130,0.056
25,1536,0.583,-0.130,0.056
25,1542,0.583,-0.130,0.056
25,1549,0.583,-0.130,0.056
25,155,-0.038,-0.135,0.056
25,1556,0.583,-0.130,0.056
25,1563,0.583,-0.130,0.056
25,1571,0.583,-0.130,0.056
25,1579,0.583,-0.131,0.056
25,1588,0.583,-0.131,0.056
25,1594,0.583,-0.131,0.056
25,1601,0.583,-0.131,0.056
25,1608,0.583,-0.131,0.056
25,161,-0.038,-0.135,0.056
25,1614,0.583,-0.131,0.056
25,1621,0.583,-0.131,0.056
25,1628,0.583,-0.132,0.056
25,1634,0.583,-0.132,0.056
25,1641,0.583,-0.132,0.056
25,1648,0.583,-0.132,0.056
25,1654,0.583,-0.132,0.056
25,1661,0.583,-0.132,0.056
25,1668,0.583,-0.132,0.056
25,1674,0.583,-0.132,0.056
25,168,-0.038,-0.135,0.056
25,1681,0.583,-0.133,0.056
25,1688,0.583,-0.133,0.056
25,1694,-0.038,-0.133,0.056
25,1701,-0.038,-0.133,0.056
25,1708,-0.038,-0.133,0.056
25,175,-0.038,-0.135,0.056
25,181,-0.038,-0.136,0.056
25,188,-0.038,-0.136,0.056
25,195,-0.038,-0.136,0.056
25,201,-0.038,-0.136,0.056
25,208,-0.038,-0.136,0.056
25,215,-0.038,-0.136,0.056
25,221,-0.038,-0.136,0.056
25,228,-0.038,-0.136,0.056
25,23,-0.038,-0.133,0.056
25,235,-0.038,-0.136,0.056
25,241,-0.038,-0.136,0.056
25,248,-0.038,-0.137,0.056
25,255,-0.038,-0.137,0.056
25,261,-0.038,-0.137,0.056
25,268,-0.038,-0.137,0.056
25,275,-0.038,-0.137,0.056
25,281,-0.038,-0.137,0.057
25,288,-0.038,-0.137,0.057
25,295,-0.039,-0.137,0.057
25,301,-0.039,-0.137,0.057
25,308,-0.039,-0.137,0.057
25,31,-0.038,-0.133,0.056
25,315,-0.039,-0.137,0.057
25,321,-0.039,-0.137,0.057
25,328,-0.039,-0.138,0.057
25,335,-0.039,-0.138,0.057
25,341,-0.039,-0.138,0.057
25,348,-0.039,-0.138,0.057
25,355,-0.039,-0.138,0.057
25,361,-0.039,-0.138,0.057
25,368,-0.039,-0.138,0.057
25,375,-0.039,-0.138,0.057
25,382,-0.039,-0.138,0.057
25,388,-0.039,-0.138,0.057
25,395,-0.039,-0.138,0.057
25,40,-0.038,-0.133,0.056
25,402,-0.039,-0.138,0.057
25,408,-0.039,-0.138,0.057
25,415,-0.039,-0.138,0.057
25,422,-0.039,-0.138,0.057
25,428,-0.039,-0.139,0.057
25,435,-0.039,-0.139,0.057
25,442,-0.039,-0.139,0.057
25,448,-0.039,-0.139,0.057
25,455,-0.039,-0.139,0.057
25,462,-0.039,-0.139,0.057
25,468,-0.039,-0.139,0.057
25,475,-0.039,-0.139,0.057
25,48,-0.038,-0.133,0.056
25,482,-0.039,-0.139,0.057
25,488,-0.040,-0.139,0.057
25,495,-0.040,-0.139,0.057
25,502,-0.040,-0.139,0.057
25,508,-0.040,-0.139,0.057
25,515,-0.039,-0.139,0.057
25,522,-0.039,-0.138,0.057
25,528,-0.039,-0.138,0.058
25,535,-0.038,-0.138,0.059
25,542,-0.037,-0.138,0.060
25,548,-0.036,-0.138,0.061
25,55,-0.038,-0.133,0.056
25,555,-0.034,-0.137,0.062
25,562,-0.032,-0.137,0.064
25,568,-0.029,-0.137,0.066
25,575,-0.027,-0.136,0.068
25,582,-0.025,-0.136,0.069
25,588,-0.022,-0.135,0.071
25,595,-0.020,-0.134,0.072
25,602,-0.018,-0.134,0.074
25,608,-0.016,-0.133,0.075
25,61,-0.038,-0.134,0.056
25,615,-0.014,-0.132,0.076
25,622,-0.012,-0.131,0.077
25,628,-0.010,-0.130,0.078
25,635,-0.008,-0.129,0.078
25,642,-0.006,-0.128,0.079
25,648,-0.003,-0.127,0.080
25,655,-0.001,-0.126,0.081
25,662,0.002,-0.124,0.083
25,668,0.006,-0.123,0.084
25,675,0.009,-0.121,0.085
25,68,-0.038,-0.134,0.056
25,682,0.012,-0.120,0.087
25,688,0.016,-0.118,0.089
25,695,0.019,-0.116,0.090
25,702,0.023,-0.114,0.092
25,708,0.027,-0.112,0.093
25,715,0.031,-0.111,0.095
25,722,0.035,-0.108,0.096
25,728,0.040,-0.106,0.098
25,735,0.044,-0.104,0.100
25,742,0.049,-0.102,0.101
25,748,0.054,-0.100,0.103
25,75,-0.038,-0.134,0.056
25,755,0.058,-0.098,0.105
25,762,0.063,-0.096,0.107
25,768,0.069,-0.093,0.109
25,775,0.073,-0.091,0.110
25,782,0.079,-0.089,0.112
25,789,0.085,-0.086,0.114
25,795,0.091,-0.084,0.116
25,802,0.096,-0.082,0.118
25,809,0.102,-0.080,0.120
25,81,-0.038,-0.134,0.056
25,815,0.109,-0.078,0.123
25,822,0.114,-0.076,0.124
25,829,0.121,-0.074,0.126
25,835,0.128,-0.072,0.129
25,842,0.133,-0.070,0.130
25,849,0.140,-0.068,0.132
25,855,0.147,-0.066,0.135
25,862,0.153,-0.065,0.136
25,869,0.160,-0.063,0.138
25,875,0.168,-0.061,0.140
25,88,-0.038,-0.134,0.056
25,882,0.174,-0.060,0.142
25,889,0.181,-0.059,0.144
25,895,0.189,-0.057,0.146
25,902,0.195,-0.056,0.148
25,909,0.203,-0.055,0.149
25,915,0.211,-0.054,0.151
25,922,0.217,-0.054,0.153
25,929,0.225,-0.053,0.154
25,935,0.233,-0.052,0.156
25,942,0.239,-0.052,0.157
25,949,0.247,-0.052,0.159
25,95,-0.038,-0.134,0.056
25,955,0.255,-0.051,0.160
25,962,0.262,-0.051,0.161
25,969,0.269,-0.051,0.162
25,975,0.277,-0.051,0.163
25,982,0.284,-0.051,0.164
25,989,0.292,-0.051,0.165
25,995,0.300,-0.052,0.165
